,file,object,Has Metadata record,In Merritt
40995,0261.03.0061.48,0261.03.0061,Yes,No
40996,0261.03.0061.49,0261.03.0061,Yes,No
40997,0261.03.0061.50,0261.03.0061,Yes,No
40998,0261.03.0061.51,0261.03.0061,Yes,No
40999,0261.03.0061.52,0261.03.0061,Yes,No
41000,0261.03.0061.53,0261.03.0061,Yes,No
41001,0261.03.0061.54,0261.03.0061,Yes,No
41002,0261.03.0061.55,0261.03.0061,Yes,No
41003,0261.03.0061.56,0261.03.0061,Yes,No
41004,0261.03.0061.57,0261.03.0061,Yes,No
41005,0261.03.0061.58,0261.03.0061,Yes,No
41006,0261.03.0061.59,0261.03.0061,Yes,No
41007,0261.03.0061.60,0261.03.0061,Yes,No
41008,0261.03.0061.61,0261.03.0061,Yes,No
41009,0261.03.0061.62,0261.03.0061,Yes,No
41010,0261.03.0061.63,0261.03.0061,Yes,No
41011,0261.03.0061.64,0261.03.0061,Yes,No
41012,0261.03.0061.65,0261.03.0061,Yes,No
41013,0261.03.0061.66,0261.03.0061,Yes,No
41014,0261.03.0061.67,0261.03.0061,Yes,No
41015,0261.03.0061.68,0261.03.0061,Yes,No
41016,0261.03.0061.69,0261.03.0061,Yes,No
41017,0261.03.0061.70,0261.03.0061,Yes,No
